RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
1084,25614528,Chavez,690,France,Female,34,2,0.0,1,0,1,13413.53
1085,93209239,Perry,747,France,Male,39,9,42048.22,1,1,0,130061.43
1086,24630830,Davis,415,France,Female,65,3,149844.68,2,1,0,24018.14
1087,16075090,Simmons,424,Germany,Male,54,8,0.0,2,1,0,1132.6
1088,56627417,Ortega,784,Germany,Male,32,5,0.0,2,1,1,10356.69
1089,10889515,Brooks,452,France,Female,52,7,0.0,2,1,0,183229.84
1090,84883067,Hernandez,771,France,Female,45,6,126325.48,2,1,1,181692.7
1091,33278309,Leblanc,541,France,Female,24,10,135172.24,1,0,0,45164.88
1092,63796428,Jones,601,France,Male,49,1,158011.05,1,1,1,109412.24
1093,11505859,Decker,575,France,Female,28,2,131284.88,4,0,1,191005.65
1094,76309996,Davis,643,France,Male,27,0,133165.57,1,1,1,99341.23
1095,95383568,Davis,655,France,Female,26,8,0.0,2,1,0,78715.56
1096,52823520,Rodgers,447,Spain,Female,31,6,0.0,1,1,1,96649.74
1097,53199364,Cain,687,France,Male,30,0,0.0,2,0,1,158043.15
1098,92036315,Hawkins,635,Spain,Male,78,2,216997.51,2,1,0,95455.53
1099,79908567,Willis,684,France,Female,74,3,103080.22,1,0,0,156655.54
1100,97852496,Hoffman,696,France,Female,79,3,0.0,1,0,1,86339.49
1101,69633713,Rivera,784,Spain,Female,42,4,179040.48,2,1,0,50401.13
1102,28247782,Martinez,796,France,Male,19,2,142955.08,1,1,0,65294.55
1103,10651631,Gomez,831,France,Female,52,2,205155.44,1,0,0,15564.69
1104,15776295,Ortega,657,Spain,Female,24,0,66811.67,2,0,1,99476.23
1105,40526955,Christensen,598,Germany,Male,38,6,18451.64,1,1,0,29622.18
1106,75695277,Parrish,515,France,Female,35,10,0.0,3,1,1,162309.4
1107,11812146,Griffith,830,France,Male,20,9,188950.8,2,0,0,84118.11
1108,10867595,Schmitt,821,Spain,Male,59,0,0.0,1,1,0,153000.46
1109,72055820,Burke,684,Spain,Female,71,1,85773.07,2,1,1,190892.09
1110,35165119,Bell,379,France,Female,78,3,0.0,2,1,0,169895.59
1111,15099015,Lane,596,France,Male,56,3,50944.27,1,1,0,190292.74
1112,15868992,Lewis,455,Spain,Male,58,4,193008.17,1,0,0,113587.31
1113,96040027,Douglas,400,France,Female,66,10,0.0,1,1,0,33064.89
1114,61019341,Walker,430,France,Male,28,1,233439.67,1,1,1,187079.19
1115,80290671,Rodriguez,482,Germany,Male,56,3,94452.36,1,1,1,173700.88
1116,71950209,Bruce,634,France,Female,41,0,72570.11,1,1,1,172882.6
1117,49345859,Richardson,737,Germany,Male,77,1,0.0,1,1,1,138654.89
1118,10288715,Farmer,487,Spain,Male,63,0,0.0,2,0,1,124983.25
1119,10270153,Andrews,533,Spain,Male,36,9,225605.27,2,0,1,2944.78
1120,17450242,Aguirre,750,France,Male,21,9,131860.52,2,0,1,149610.81
1121,36718147,Bruce,679,France,Male,43,3,160592.3,2,1,0,18307.02
1122,76384261,Villegas,622,France,Male,55,3,0.0,2,1,1,51950.19
1123,77409238,Cardenas,689,France,Female,59,6,219180.61,2,1,1,110298.06
1124,11159940,Austin,821,France,Female,49,9,236169.15,2,0,1,90346.52
1125,44921201,Day,418,France,Female,56,10,237352.0,1,1,0,3154.88
1126,80640009,Johnson,383,France,Female,62,10,243482.6,3,1,1,164797.01
1127,29255978,Hickman,611,France,Male,63,8,134855.67,1,1,1,175760.19
1128,81946509,Gallegos,402,France,Female,53,8,242258.28,1,1,1,136374.59
1129,82785275,Adams,799,Germany,Male,57,4,0.0,2,0,0,108213.57
1130,84281770,White,554,Germany,Female,54,9,36434.15,1,1,1,192147.57
1131,48567963,Park,475,France,Male,50,0,150383.41,1,1,0,23991.24
1132,77746964,Parker,584,Germany,Female,53,0,181289.5,2,0,0,147582.01
1133,62730135,Morgan,392,Germany,Male,20,5,51901.56,2,1,0,25672.12
1134,56322869,Smith,589,France,Female,26,1,147899.73,2,0,0,76368.96
1135,13158181,Kane,808,France,Female,25,7,0.0,2,1,1,117096.9
1136,15363728,Knight,720,Germany,Female,50,8,0.0,1,1,0,147417.54
1137,66018069,Morales,460,France,Female,76,3,0.0,1,0,0,743.22
1138,57104338,Thomas,598,France,Female,23,4,161451.85,2,1,1,52119.58
1139,43406453,Schultz,500,Spain,Male,58,10,0.0,1,1,0,107640.08
1140,48323017,Johnson,532,France,Female,56,7,110292.16,2,0,0,106574.74
1141,13518652,Reese,685,Germany,Male,21,2,104144.09,1,1,0,127525.29
1142,83923644,Lewis,444,France,Female,30,4,130660.05,1,0,0,60770.72
1143,92297125,Barnes,808,France,Female,66,2,0.0,2,1,0,108105.85
1144,11222465,Peterson,723,France,Female,77,9,68141.72,2,0,0,37957.36
1145,79139488,Wood,749,Germany,Male,19,2,52692.17,2,0,1,37374.44
1146,36830122,Griffith,357,France,Female,77,2,213987.16,1,0,1,115312.79
1147,13856798,Frank,737,France,Female,22,6,35470.14,1,0,1,137094.52
1148,75655586,Bradley,709,Spain,Male,61,6,60510.32,1,1,1,24079.99
1149,76507182,Miller,737,France,Male,44,6,74306.26,1,0,0,24557.98
1150,63679598,Williams,533,France,Male,49,9,147462.53,1,1,0,113060.54
1151,46011107,Moore,630,France,Male,38,7,0.0,1,0,0,54019.15
1152,85164694,Williamson,544,Germany,Female,25,4,0.0,2,0,1,78479.82
1153,55723043,Craig,701,France,Male,55,4,58303.31,1,1,1,80149.69
1154,55034919,Nelson,544,France,Male,25,3,175314.52,2,1,0,35710.57
1155,43354214,Stanley,504,France,Female,67,6,58337.51,3,1,0,262.93
1156,23111001,Tucker,442,France,Male,20,9,0.0,1,1,1,170630.36
1157,96809808,Ramos,509,Germany,Male,71,3,71794.95,1,0,1,143000.39
1158,12762660,Nelson,783,Germany,Male,61,1,218453.69,1,1,1,138107.71
1159,35841045,Fischer,410,France,Female,78,3,181588.68,2,0,1,109301.03
1160,46853712,Wilson,471,France,Male,75,7,88197.9,1,0,0,140193.93
1161,28893005,Jordan,400,France,Male,20,8,157391.96,1,1,1,187137.68
1162,48372961,Campbell,752,Germany,Male,39,2,21538.95,2,1,1,133134.75
1163,84406745,Gregory,626,France,Female,23,6,178327.25,1,1,0,53018.28
1164,21942223,Tucker,354,France,Female,19,8,76040.83,2,0,0,114112.01
1165,44255909,Estrada,815,Spain,Male,40,10,109637.36,2,1,0,88464.88
1166,32875363,Williams,441,France,Female,61,3,170159.64,2,1,1,111283.83
1167,60562530,Foster,519,Spain,Male,19,9,0.0,1,1,1,103522.1
1168,34374405,Greene,666,France,Female,55,2,0.0,3,0,1,171755.06
1169,66496835,Smith,371,France,Female,34,4,0.0,2,0,1,130360.02
1170,85973585,Turner,754,France,Male,52,0,249963.82,1,1,0,37751.7
1171,36232601,Clark,675,France,Male,51,2,0.0,1,1,0,12603.36
1172,34374884,Taylor,350,France,Male,40,7,108967.96,1,1,1,84872.76
1173,12125786,Scott,482,France,Female,47,10,0.0,2,1,1,3122.12
1174,53923880,Murphy,582,Spain,Male,69,7,123339.64,2,0,1,63659.48
1175,58638538,Smith,361,France,Female,25,3,44924.15,2,1,0,73604.29
1176,99477925,Burgess,695,Germany,Female,39,1,109042.78,3,1,1,75117.77
1177,58739837,Thompson,395,Germany,Male,61,7,72562.04,1,0,0,195870.0
1178,26117330,James,383,Germany,Female,75,7,178207.77,1,0,1,60780.18
1179,43104820,Padilla,782,Germany,Female,53,9,232723.42,3,1,0,53045.5
1180,27832590,Mason,427,France,Male,22,3,149808.11,2,1,0,25876.19
1181,77617241,Whitaker,567,France,Female,30,2,205135.07,1,1,1,102201.77
1182,11650024,Drake,650,France,Female,46,1,100718.57,2,0,0,30734.86
1183,97109559,Jones,760,France,Male,48,8,133087.09,4,1,0,123258.94
1184,71808414,Hensley,422,France,Male,64,0,12860.32,2,0,1,31031.96
1185,52125522,Williams,631,France,Male,74,6,224417.13,2,1,0,115334.66
1186,23942679,Smith,598,Spain,Female,72,4,214443.02,2,1,1,165253.85
1187,54004409,Morse,396,Spain,Female,33,7,0.0,1,0,0,8504.93
1188,66994888,Atkins,470,France,Female,59,3,50608.73,2,0,0,83949.39
1189,94250838,Johnston,563,France,Male,79,6,175201.22,1,1,0,92209.79
1190,38357507,Berry,588,France,Female,47,4,32251.55,3,1,0,158214.43
1191,42749321,Mckinney,405,France,Female,74,4,199168.22,1,0,1,93583.13
1192,95854142,Butler,699,France,Female,72,8,82787.91,2,1,1,113507.16
1193,33976402,Wilson,456,Spain,Male,33,8,184588.57,1,1,1,158240.85
1194,95406990,Smith,668,France,Male,29,8,83546.16,1,0,0,111951.7
1195,66184306,Nguyen,397,France,Male,34,5,0.0,1,1,0,71659.88
1196,59584481,Solis,410,France,Female,33,5,204958.28,4,1,1,17168.46
1197,82922345,Montgomery,686,Spain,Female,29,4,15194.93,4,1,1,145983.13
1198,50938814,Collier,375,Spain,Male,25,8,121408.95,1,1,1,174227.63
1199,76206738,Gillespie,641,Germany,Male,37,9,173193.21,4,0,1,194012.91
1200,64372976,Davis,606,France,Female,20,7,23082.86,2,1,0,185319.98
1201,67921086,Richard,357,France,Male,33,6,0.0,2,1,1,159483.58
1202,85221363,Sanchez,462,France,Female,47,6,180826.71,1,1,0,128694.39
1203,61146004,Chapman,704,France,Male,62,5,84473.71,3,1,1,156292.03
1204,40416016,Warren,602,Spain,Male,40,4,0.0,2,0,0,86416.74
1205,96214977,Foster,529,France,Male,45,3,0.0,3,1,1,118955.24
1206,26994738,Collins,556,France,Female,68,2,124317.36,2,1,1,69739.96
1207,41735616,Morgan,652,Germany,Male,57,2,193325.56,2,0,0,65341.84
1208,68332472,Cook,476,France,Female,71,5,207448.7,2,1,0,151338.35
1209,32903076,Jackson,405,Germany,Male,22,3,117400.69,1,1,1,90786.56
1210,70916399,Dixon,563,France,Male,37,5,0.0,1,1,0,42432.25
1211,40487415,Wilson,363,France,Female,57,2,0.0,1,0,1,40387.63
1212,47421124,Hicks,823,France,Female,73,3,13449.51,1,0,0,171834.47
1213,16957111,Bullock,377,Spain,Male,61,8,36864.3,2,1,1,135552.1
1214,22582091,Bailey,820,France,Female,18,4,0.0,2,1,1,109209.21
1215,62047774,Luna,427,France,Male,74,6,0.0,3,1,1,80187.75
1216,81727670,Fuentes,565,France,Female,47,9,242677.82,1,1,1,86163.48
1217,26740594,Briggs,735,Germany,Female,38,1,98653.88,2,0,1,11487.04
1218,43782984,Young,714,Spain,Male,37,4,128387.4,1,1,1,90982.03
1219,15569038,Thomas,503,France,Male,23,8,0.0,1,1,1,159090.98
1220,77860111,Gonzalez,363,France,Female,39,10,220646.12,1,1,1,77597.3
1221,39567052,Morrison,536,Spain,Female,35,2,0.0,2,0,0,76716.25
1222,98922072,Wolf,661,Germany,Male,25,8,33602.78,1,0,0,3143.32
1223,81028532,Rios,720,Germany,Female,56,10,168834.57,2,1,0,91567.05
1224,73537591,Thompson,356,France,Female,49,5,213344.66,1,0,1,5067.53
1225,46889862,Mejia,352,France,Female,50,3,0.0,3,0,1,114069.89
1226,43801400,Snyder,460,Germany,Female,70,6,32203.99,2,0,1,101356.68
1227,12028851,Webster,756,Germany,Male,33,7,60380.33,4,1,0,168001.7
1228,46489731,Wolf,587,Germany,Male,29,5,81146.77,3,1,0,116356.12
1229,21541802,Cole,712,France,Female,55,4,229025.21,3,1,0,64685.47
1230,53773479,Glass,588,Germany,Female,69,5,0.0,3,0,0,103246.2
1231,10804069,Cunningham,842,Spain,Male,51,4,0.0,2,1,0,139941.27
1232,24675229,Reid,623,Spain,Female,78,7,0.0,1,0,1,18792.76
1233,98149129,Weber,643,France,Female,31,0,0.0,1,1,0,124214.82
1234,20142310,Lin,576,Germany,Female,53,10,51797.61,1,1,1,183325.26
1235,59179299,Burton,720,Germany,Female,50,6,0.0,2,1,1,59826.06
1236,71345239,Hernandez,364,Spain,Female,40,9,71639.21,2,0,1,125325.02
1237,13530662,Jones,541,Spain,Male,67,9,81521.65,3,0,0,164265.89
1238,74014188,Ramos,822,Spain,Female,62,10,221237.14,4,1,0,102361.28
1239,19983536,Turner,468,Spain,Female,19,1,0.0,1,1,1,143595.91
1240,88191199,Hill,834,France,Female,58,8,10179.45,2,0,0,62202.07
1241,69324986,Brown,377,Germany,Male,38,0,0.0,4,1,0,61211.69
1242,25324902,Romero,551,Germany,Female,19,10,0.0,1,1,1,133516.8
1243,98394009,Collins,388,France,Female,44,9,16499.47,2,1,1,141081.77
1244,13622058,Hayes,790,France,Male,74,5,167043.15,1,1,1,187401.94
1245,99725565,Brown,622,France,Male,26,8,209846.5,2,0,1,44967.71
1246,31487586,Decker,580,Spain,Male,18,0,171366.85,1,0,1,93643.52
1247,40459234,Jones,435,France,Male,28,3,0.0,3,0,0,50102.69
1248,95277899,Lin,823,Spain,Female,20,3,78111.51,2,1,1,16018.43
1249,71848013,Wyatt,475,Germany,Female,69,8,102425.47,1,0,0,80646.11
1250,73864416,Gilbert,649,Germany,Female,79,10,57842.92,1,1,0,74816.15
1251,32528749,Hunter,374,France,Male,40,4,159065.52,1,0,1,54086.82
1252,57862956,Ford,494,France,Female,43,4,0.0,4,1,1,59398.98
1253,20813740,Spencer,362,France,Male,21,5,0.0,2,1,0,72082.36
1254,24848599,Conner,561,France,Male,35,0,176203.36,1,0,1,197767.53
1255,67233936,Huang,374,Spain,Female,72,0,135011.72,1,0,0,156591.55
1256,55676683,Cole,417,Germany,Male,23,8,0.0,2,1,1,14280.24
1257,81716605,Pacheco,743,France,Male,52,2,0.0,2,0,1,174482.64
1258,47470485,Pearson,416,Spain,Female,39,3,0.0,2,0,0,126660.67
1259,88096894,Morris,582,France,Female,60,0,203311.91,1,0,0,178118.75
1260,13274073,Alvarez,458,France,Male,32,8,87357.96,2,1,1,68341.94
1261,59762125,Hernandez,495,Germany,Female,39,7,0.0,2,1,1,92903.77
1262,86094603,Brown,460,France,Female,77,1,224818.37,4,1,1,179245.41
1263,38231793,Garcia,577,Germany,Male,54,7,0.0,3,0,0,54514.63
1264,98109635,Nolan,460,Germany,Male,69,6,213563.56,2,1,1,183100.18
1265,80694394,Cooper,819,Germany,Female,59,10,189890.94,2,1,1,165699.94
1266,99884013,Klein,383,France,Female,29,5,0.0,1,1,1,196111.59
1267,94857468,Wagner,460,France,Male,64,0,193808.42,2,0,1,64851.52
1268,71656460,Thompson,613,France,Female,66,6,0.0,1,1,0,47150.64
1269,42446461,Wright,773,Spain,Male,59,9,0.0,1,1,0,66173.38
1270,97208758,Kim,718,France,Male,55,6,0.0,1,1,0,190929.96
1271,94285265,Gonzales,585,France,Female,35,8,0.0,2,0,1,66614.66
1272,74552859,Mills,432,Spain,Female,62,0,32859.74,1,0,1,113042.36
1273,36857192,Moore,391,Spain,Female,52,1,0.0,1,0,1,80735.86
1274,93228306,Watson,774,Spain,Female,47,10,0.0,1,0,0,79244.03
1275,69249581,Campbell,450,Spain,Female,41,8,117825.89,1,1,0,38675.72
1276,61525989,Ortiz,355,France,Male,59,8,150021.16,1,1,0,107415.91
1277,87065453,Morgan,529,France,Female,47,5,137994.01,2,1,0,169880.85
1278,21364354,Harper,631,France,Male,31,5,182167.06,2,0,1,9897.0
1279,11107666,Mccormick,669,France,Female,23,3,0.0,1,0,0,177845.32
1280,25600019,Holland,575,Germany,Male,20,3,0.0,3,0,0,133094.59
1281,70168010,Jones,792,France,Female,33,4,116710.64,2,0,1,123347.62
1282,94904444,Davis,789,Germany,Female,24,2,177852.34,1,1,0,125180.05
1283,94376247,Gregory,664,France,Male,69,0,40055.21,2,0,1,59253.97
1284,70120528,Mitchell,714,France,Female,31,0,39907.21,4,0,1,83028.9
1285,29152956,Cummings,803,Germany,Female,26,6,186838.35,1,1,1,159858.0
1286,85800059,Douglas,578,France,Male,32,0,228814.68,1,1,1,61276.21
1287,27208816,Escobar,726,Germany,Male,38,0,68489.97,3,1,1,94004.04
1288,62406326,Marks,638,Spain,Male,52,2,0.0,2,1,0,3926.45
1289,88103714,Cook,786,Spain,Female,19,9,0.0,1,0,0,146711.67
1290,96342605,Aguilar,499,France,Male,44,3,0.0,2,1,1,83540.44
1291,45151544,Thomas,626,Spain,Male,19,3,247237.72,2,1,0,105071.75
1292,31410898,Bailey,547,France,Female,52,1,0.0,3,1,1,22937.86
1293,86195522,Ponce,419,Germany,Female,35,0,0.0,2,1,0,198342.85
1294,19826849,Hale,461,France,Female,31,2,223299.16,1,0,0,60493.57
1295,47687289,Myers,353,France,Female,37,10,0.0,2,1,0,126997.93
1296,12865264,Larson,699,Spain,Female,35,3,0.0,2,0,0,116247.27
1297,17408040,Hurley,680,France,Female,27,2,0.0,1,1,0,157018.44
1298,84247061,Collins,795,Spain,Male,42,7,118308.44,2,1,0,58767.39
1299,26820453,Bennett,667,France,Male,19,9,205550.48,2,1,0,151185.47
1300,46564983,Conner,699,Spain,Female,42,0,70081.66,1,1,1,76500.35
1301,43529114,Li,444,Spain,Male,78,1,115275.76,2,1,1,82232.19
1302,66527764,Santiago,501,France,Male,71,6,43352.56,1,0,1,134542.51
1303,84719144,Calderon,660,Germany,Male,50,3,0.0,1,1,0,156857.15
1304,11656094,Rodgers,486,Germany,Male,53,7,218707.95,1,1,0,133373.33
1305,84801306,Jennings,596,Spain,Female,48,10,66248.82,1,0,1,179975.9
1306,21045028,Fox,736,France,Female,31,2,0.0,2,1,1,57031.81
1307,94671425,Lucas,592,Germany,Male,18,5,0.0,1,1,0,180123.35
1308,36209461,Henderson,380,France,Female,63,8,130279.06,2,1,1,26172.71
1309,62599432,Cox,389,France,Male,33,0,110543.01,1,1,1,131906.06
1310,40680402,Cox,578,France,Male,71,0,0.0,4,1,1,109526.13
1311,96860713,White,385,Germany,Female,63,7,0.0,2,0,1,98927.19
1312,16791679,Lewis,757,Spain,Male,78,2,0.0,2,0,0,62182.41
1313,51991207,Meza,572,France,Female,69,4,179347.67,1,1,1,100746.55
1314,44850613,Tucker,355,Germany,Female,20,0,78304.09,1,1,1,32354.67
1315,92484716,Perez,671,Germany,Female,52,4,199383.07,1,1,1,73864.19
1316,67688718,Taylor,817,France,Female,58,10,179317.61,3,0,1,19736.18
1317,53407051,Jones,569,Spain,Female,23,5,104581.64,1,0,0,114369.32
1318,42379055,Richard,424,France,Female,42,7,101896.72,2,0,1,19153.58
1319,41222533,Garcia,353,France,Female,30,2,82351.13,2,1,1,32068.93
1320,47254050,Wise,684,France,Female,70,2,0.0,1,1,1,17093.36
1321,17918791,Conley,483,Spain,Female,51,10,81985.24,2,1,1,76262.13
1322,26446150,Stephenson,467,Spain,Male,25,10,84320.53,2,0,1,168391.69
1323,23544643,Johnson,718,France,Female,38,9,0.0,2,0,0,181379.28
1324,48632249,Rogers,443,France,Male,51,8,227496.04,1,1,1,14377.89
1325,96530636,Miranda,835,France,Female,21,3,67014.4,1,0,1,126910.03
1326,23900306,Anderson,784,Germany,Male,42,3,0.0,1,1,0,136877.08
1327,92199613,Bennett,411,Germany,Female,32,6,0.0,2,1,1,106753.99
1328,92056518,Martin,790,Spain,Female,21,1,105510.48,2,1,0,133396.97
1329,66747913,Guerra,543,Spain,Female,62,7,58684.78,1,1,1,46738.14
1330,92315179,Wise,684,Spain,Male,77,5,62254.94,3,1,0,97928.84
1331,25050489,Lamb,552,Germany,Male,29,2,79839.85,1,0,0,78175.17
1332,76791650,Martin,741,France,Female,49,8,91831.98,3,1,1,17941.59
1333,61014270,Kim,375,Germany,Male,49,4,0.0,4,1,0,125111.29
1334,58245656,Jenkins,784,France,Female,45,7,58837.12,3,0,1,99043.04
1335,20850780,Rhodes,522,France,Male,30,6,25163.94,2,1,0,55034.81
1336,72922103,Young,649,France,Male,48,7,35957.2,1,0,0,94737.05
1337,86391115,Wallace,482,Germany,Male,31,6,35160.58,1,0,1,155059.6
1338,29874034,Mitchell,675,Germany,Female,37,2,159817.78,2,0,0,160331.55
1339,89206766,Goodman,759,Germany,Male,35,1,166594.23,1,1,1,129905.23
1340,51841575,Cole,467,France,Male,46,6,124092.61,1,1,0,93549.57
1341,43247051,Ferguson,673,Germany,Female,77,2,103271.43,2,1,0,115149.93
1342,81296499,Collins,624,France,Female,80,2,125110.02,1,0,1,77003.07
1343,88791493,Stokes,561,Germany,Male,23,1,67363.49,3,1,1,25311.27
1344,62825339,Harrison,574,France,Male,49,3,160424.92,2,1,0,77124.12
1345,93175799,Conley,369,Spain,Female,46,7,0.0,2,1,1,106066.55
1346,93617772,Richardson,462,Spain,Female,60,0,38667.73,2,0,1,119766.8
1347,17669144,Valentine,489,Germany,Female,79,0,184722.94,3,0,0,187160.2
1348,85210215,Joyce,396,Germany,Female,19,4,47059.78,2,0,0,155466.69
1349,77959126,Murray,350,Germany,Female,77,10,207220.58,2,1,1,30398.51
1350,30062346,Campbell,439,France,Male,40,4,204206.75,1,1,0,34836.44
1351,51069689,Reyes,491,Germany,Female,36,10,0.0,3,1,1,20098.95
1352,82098211,Rose,669,France,Female,48,0,0.0,2,1,1,147636.35
1353,10276016,Burch,387,France,Male,68,5,102532.86,1,1,1,141224.46
1354,56973231,Montoya,642,France,Female,22,0,187160.38,1,1,1,197272.58
1355,38084338,Solis,731,Spain,Female,36,4,133349.31,2,1,1,104404.68
1356,53054330,Taylor,488,France,Female,51,8,59132.67,1,0,1,165282.99
1357,58883690,Wright,705,France,Male,27,4,157615.51,3,0,0,115287.97
1358,73880780,Davidson,682,Spain,Female,42,5,80006.43,4,1,1,174817.34
1359,85302032,Sawyer,840,Spain,Female,19,7,0.0,1,1,0,144204.21
1360,10636024,Spencer,608,France,Female,79,10,17773.39,2,0,1,128576.8
1361,56732411,Garcia,510,Spain,Female,28,0,221877.56,1,1,0,113024.53
1362,79157013,Singleton,739,France,Male,67,1,0.0,2,1,0,144594.1
1363,97779724,Rosales,527,Germany,Male,78,8,65525.83,1,1,0,83930.77
1364,76935164,Mitchell,359,Germany,Female,48,2,194147.0,2,1,1,19315.32
1365,47689099,Hines,610,Germany,Female,73,5,93326.12,1,1,0,7997.23
1366,71834054,Nelson,756,Germany,Female,32,4,249771.88,1,1,0,95804.75
1367,58338944,Whitehead,487,France,Female,26,10,0.0,1,0,1,119858.32
1368,33340704,Hernandez,521,France,Female,40,1,39861.25,1,1,0,15769.81
1369,30099315,Kim,735,Germany,Female,36,6,0.0,2,1,0,57380.71
1370,80379382,Potts,362,France,Female,26,3,13278.8,1,1,1,64406.44
1371,36797453,Walker,517,Spain,Male,52,0,116279.05,2,1,0,112559.11
1372,40405486,Hayes,479,France,Female,38,3,146555.97,3,0,0,55696.49
1373,97047743,Bailey,433,France,Male,26,5,190683.39,2,1,1,19129.72
1374,81645943,Johnson,670,Germany,Male,45,6,0.0,3,0,0,32971.35
1375,37788584,Brown,668,France,Female,79,6,56016.69,3,1,0,34789.56
1376,64834128,Shaw,450,France,Male,63,6,48542.49,1,1,0,168538.99
1377,88196675,Young,678,France,Male,68,2,128450.48,1,1,0,56863.94
1378,63364211,Vang,622,Spain,Male,24,5,235810.3,2,1,1,142938.35
1379,59583218,Brooks,614,France,Female,33,7,0.0,3,1,1,113567.75
1380,17903232,Johnson,808,France,Male,33,3,38979.19,4,0,1,195407.75
1381,72128680,Galvan,748,France,Male,77,7,231777.52,1,1,1,54564.53
1382,58778924,Combs,757,France,Female,50,1,0.0,1,0,0,31674.6
1383,43640023,Santos,387,France,Female,21,9,181687.39,1,1,1,10407.57
1384,61364321,Moody,768,Spain,Male,21,8,0.0,2,0,1,48191.93
1385,91968737,Taylor,443,Spain,Female,56,8,143005.04,2,1,0,136814.18
1386,17897687,Mitchell,444,France,Female,57,7,121167.86,1,1,0,17051.64
1387,38523258,Gallegos,654,Germany,Male,34,9,154541.51,1,1,0,48940.37
1388,40957053,Horton,418,Spain,Male,54,9,0.0,2,1,1,171061.67
1389,58593230,Taylor,667,France,Male,56,0,33193.74,2,1,0,116590.59
1390,79155280,Thornton,793,France,Female,77,1,171363.58,1,1,0,13904.31
1391,49625868,West,585,Spain,Male,69,5,0.0,3,1,0,9536.63
1392,80234248,Smith,783,Germany,Male,46,9,61979.0,2,1,1,12224.58
1393,91135550,Miller,683,France,Female,69,4,67439.75,2,1,1,188375.01
1394,87448802,Scott,722,France,Female,53,8,121360.1,2,1,1,169974.29
1395,48641302,Conley,725,France,Female,77,4,0.0,1,1,1,168988.01
1396,64299573,Dunn,808,France,Female,55,1,116604.15,1,1,1,184843.35
1397,83745070,Acosta,486,Spain,Male,56,9,170064.5,2,1,1,101051.08
1398,21326873,Rose,767,Germany,Male,67,3,129050.25,1,1,1,49468.93
1399,54664543,Rodriguez,425,Germany,Male,80,8,0.0,2,0,0,80269.6
1400,35229298,Roberts,832,France,Female,54,0,0.0,2,1,0,143772.81
1401,37237231,Turner,384,France,Male,69,10,51259.01,2,1,0,175206.57
1402,14879177,Williams,350,France,Female,80,0,0.0,1,1,1,87018.19
1403,20246208,Barnes,645,Spain,Female,79,6,173998.33,1,1,1,107076.19
1404,29248708,Bauer,669,Germany,Female,78,10,182974.03,2,0,0,186356.6
1405,45413058,Bryant,755,France,Male,52,2,155866.83,1,0,0,21499.73
1406,15294512,Rodriguez,409,France,Female,24,9,233824.53,2,1,1,172459.84
1407,84458425,Stein,669,Spain,Male,44,1,10150.6,2,1,1,31861.5
1408,60191668,Carlson,698,Germany,Male,45,8,170071.77,1,1,1,96772.27
1409,40265838,Smith,677,France,Male,39,2,156281.41,2,1,1,43684.63
1410,86581967,Robertson,616,France,Female,31,1,84571.68,1,1,1,120589.53
1411,99632199,Allen,710,France,Male,24,7,22121.77,1,1,1,111714.68
1412,60340661,Thomas,578,Spain,Male,54,9,0.0,4,1,1,76001.47
1413,82784073,Patterson,619,Germany,Female,78,5,225680.25,4,1,1,172660.7
1414,54699126,Mendez,665,Germany,Male,39,5,0.0,2,1,0,131962.66
1415,95688032,Allen,635,Spain,Female,22,9,175403.54,3,0,1,144241.02
1416,43517259,Butler,640,Spain,Male,79,10,246584.38,2,1,1,30131.95
1417,37294344,Beck,562,France,Female,72,6,181575.63,1,1,1,176633.14
1418,96539748,Miller,514,France,Female,19,6,174109.17,1,1,0,33408.03
1419,15490248,Villegas,354,France,Female,79,10,138552.28,3,1,0,44556.99
1420,12283997,Jones,688,France,Female,44,5,152333.49,1,1,1,25611.03
1421,32966239,Fox,728,Spain,Female,38,3,156673.97,2,0,0,88071.84
1422,94564950,Romero,427,Spain,Male,71,10,215640.48,2,1,0,177541.85
1423,12226954,Mcneil,759,Germany,Male,55,8,0.0,2,0,0,50489.5
1424,22359101,Spencer,411,France,Male,32,5,37687.07,1,1,1,74750.68
1425,16558035,Myers,481,France,Male,38,3,118568.02,1,1,1,169213.28
1426,85555427,Harrison,438,France,Female,27,2,163281.43,1,1,1,123563.06
1427,22633945,Reid,586,Spain,Female,40,3,111988.84,2,0,1,150323.28
1428,33810121,Zavala,391,France,Male,75,2,175549.9,2,0,1,42800.01
1429,84436375,King,438,France,Female,73,1,242370.12,2,0,1,143297.97
1430,22393740,Smith,751,France,Male,56,4,0.0,2,0,1,45522.12
1431,24329569,Kramer,645,Spain,Female,22,1,0.0,1,1,0,197462.8
1432,95343395,Cooper,677,Germany,Female,18,5,123778.3,3,1,1,111977.23
1433,87969394,Quinn,644,Spain,Male,30,2,58351.34,2,1,1,139127.85
1434,96156509,Fuller,453,Spain,Male,38,5,207020.61,1,0,1,23680.32
1435,61249277,Ingram,363,Germany,Female,43,10,130008.14,1,1,1,50131.2
1436,29727535,Moss,637,France,Male,67,9,0.0,2,1,1,27948.13
1437,18755148,Cook,528,France,Male,62,8,81254.96,3,0,1,78034.14
